manufacturer_id,manufacturer_name,revenue_million,profit_margin_percent,operational_efficiency,compliance_score,customer_rating,debt_to_equity_ratio,sustainability_index,innovation_index,delivery_timeliness,after_sales_service_rating,defect_rate_percent,capacity_utilization,on_time_delivery_rate,warranty_claim_rate,regulatory_violation_count,certifications_count,contract_breach_count,legal_dispute_count,region_risk_index,market_share_percent,employee_count,training_hours_per_employee,it_system_maturity,supplier_diversity,supply_chain_resilience,carbon_intensity,renewable_energy_ratio,it_incident_rate,data_quality_score,digitization_level,average_lead_time_days,currency_volatility_index,partnership_years,trust_score,trust_status
1756,Manufacturer_1756,402.753,20.24,0.51,37.917,2.349,1.19,41.603,94.729,1.633,3.782,8.22,81.936,77.91,0.33,2,1,0,1,96.846,7.88,4474,82.344,2.346,95.333,57.171,175.312,93.7,0.83,71.24,26.099,26,62.997,8,0.515,FAIR
1757,Manufacturer_1757,480.193,29.31,0.92,76.472,3.653,2.35,50.155,44.1,87.796,3.827,6.44,83.513,95.22,0.21,6,9,1,1,21.036,7.25,4252,90.404,3.64,66.582,50.214,385.226,40.56,2.97,59.447,76.645,13,62.73,12,0.742,EXCELLENT
1758,Manufacturer_1758,249.048,30.17,0.89,52.451,4.087,2.88,25.844,48.051,20.634,3.889,4.67,79.578,74.77,2.15,6,17,3,0,31.937,14.5,1915,35.927,4.734,60.578,53.015,89.736,1.18,7.7,62.405,25.474,11,84.03,12,0.658,GOOD
1759,Manufacturer_1759,63.771,32.29,0.53,46.424,3.214,2.1,23.815,98.568,41.797,3.014,8.47,66.588,88.14,0.64,5,7,0,2,27.472,14.24,657,37.643,1.231,62.156,8.804,139.004,61.24,4.77,63.155,53.032,8,25.039,14,0.54,FAIR
1760,Manufacturer_1760,278.5,20.28,0.68,89.783,4.194,1.28,60.047,33.607,46.85,2.12,1.89,62.766,74.27,1.91,7,17,4,2,3.889,4.66,1864,69.336,1.255,86.491,55.647,125.319,15.91,7.02,50.108,14.652,56,32.58,27,0.739,EXCELLENT
1761,Manufacturer_1761,232.645,25.83,0.98,93.387,2.49,2.41,18.365,10.019,18.733,3.612,2.86,72.993,68.04,3.52,8,7,3,1,36.205,12.48,1398,57.346,4.998,36.576,80.546,144.459,35.17,1.81,74.707,55.702,45,29.392,21,0.58,FAIR
1762,Manufacturer_1762,423.735,8.35,0.7,95.839,2.366,1.87,55.346,58.691,52.083,3.545,5.59,84.26,78.52,1.75,6,19,1,1,78.498,0.32,1672,45.631,4.087,69.089,57.763,288.953,2.7,9.51,56.509,80.874,31,90.5,16,0.662,GOOD
1763,Manufacturer_1763,58.06,21.96,0.76,41.804,4.518,2.65,70.621,55.481,91.429,3.299,5.94,61.365,69.75,1.89,3,11,1,1,18.643,12.36,1186,28.209,2.49,5.472,9.696,115.833,67.07,6.26,93.683,54.846,22,77.435,21,0.613,GOOD
1764,Manufacturer_1764,249.238,12.46,0.68,93.001,3.018,2.17,19.826,77.31,27.135,2.839,3.28,69.586,62.11,0.49,8,3,0,1,34.584,6.98,2510,36.283,3.075,70.008,2.558,115.362,34.72,6.28,84.112,52.726,13,58.673,29,0.607,GOOD
1765,Manufacturer_1765,83.524,17.95,0.8,78.957,3.297,2.33,74.588,95.508,52.034,4.529,5.09,79.146,68.57,4.53,1,2,3,2,68.339,10.71,524,34.914,4.108,31.552,4.639,92.196,66.03,9.66,66.199,45.733,21,28.425,28,0.562,FAIR
1766,Manufacturer_1766,169.091,24.02,0.99,32.337,4.843,2.04,35.968,30.767,30.87,3.11,1.29,56.609,63.31,4.15,3,13,2,0,90.6,7.74,4212,16.071,1.396,29.834,16.407,62.593,9.55,1.09,77.355,90.172,9,17.49,17,0.554,FAIR
1767,Manufacturer_1767,371.305,12.71,1.0,68.822,3.272,0.37,99.25,72.18,98.073,2.38,0.21,89.993,61.9,1.95,2,16,2,2,87.97,12.85,4543,15.578,2.344,97.014,94.448,118.656,53.42,5.27,52.754,10.211,26,94.102,2,0.803,EXCELLENT
1768,Manufacturer_1768,243.249,6.57,0.89,22.107,2.01,1.51,97.908,43.45,22.06,4.274,9.06,52.808,89.54,2.83,4,16,1,0,33.133,7.81,1311,57.658,3.968,33.502,72.563,357.962,98.63,8.71,63.354,94.252,42,27.581,4,0.556,FAIR
1769,Manufacturer_1769,194.185,5.31,0.7,76.67,4.814,0.26,79.859,78.377,10.933,3.909,4.47,91.754,87.8,2.52,8,4,3,2,11.881,4.38,1800,75.546,3.595,23.385,9.77,433.256,55.46,3.19,92.803,62.984,33,13.194,21,0.658,GOOD
1770,Manufacturer_1770,203.293,5.66,0.75,78.685,2.042,1.4,34.272,16.428,14.262,2.927,2.39,40.284,66.14,1.16,3,16,1,2,6.597,13.99,3716,29.885,2.609,74.177,4.091,348.421,61.12,1.38,83.95,66.144,16,40.109,21,0.718,EXCELLENT
1771,Manufacturer_1771,235.129,5.25,0.68,83.147,3.987,2.18,93.721,50.086,36.705,2.453,3.37,78.622,61.63,1.23,6,19,2,1,6.348,2.38,3083,81.334,2.597,21.395,78.155,328.281,89.15,6.77,98.302,46.845,56,53.269,16,0.715,EXCELLENT
1772,Manufacturer_1772,394.658,8.31,0.99,33.802,2.969,1.32,99.878,7.719,55.285,3.319,5.22,68.417,60.95,2.55,1,7,1,1,56.729,7.28,4273,99.519,4.814,28.843,36.303,149.735,90.58,6.54,96.354,61.424,7,85.765,5,0.61,GOOD
1773,Manufacturer_1773,447.121,12.18,0.85,70.26,3.411,0.1,46.228,56.117,66.801,2.198,9.47,54.827,89.26,2.18,5,1,2,2,91.422,1.96,2938,81.783,4.107,39.924,98.151,279.883,2.54,0.33,75.515,60.64,34,93.618,12,0.77,EXCELLENT
1774,Manufacturer_1774,478.114,11.64,0.72,34.309,3.642,1.17,61.459,16.897,56.241,2.668,7.24,96.921,76.93,2.09,5,16,1,0,86.553,1.6,60,43.322,4.902,47.539,77.114,63.082,0.86,8.5,95.659,0.215,58,15.993,13,0.606,GOOD
1775,Manufacturer_1775,395.583,34.6,0.51,95.732,3.225,0.3,0.599,96.005,90.554,4.892,9.49,52.793,77.18,4.2,9,14,4,0,80.425,0.98,758,81.453,3.028,79.191,43.119,165.592,97.19,9.42,64.054,50.755,40,74.479,11,0.571,FAIR
1776,Manufacturer_1776,164.549,14.18,0.76,74.001,4.323,2.36,4.353,55.433,36.029,2.451,1.21,69.491,62.55,0.21,4,6,1,0,69.12,4.3,4607,50.554,3.413,52.219,2.375,413.88,27.88,9.8,80.297,1.677,29,41.937,22,0.791,EXCELLENT
1777,Manufacturer_1777,347.186,8.82,0.99,27.626,4.792,2.37,50.06,52.937,71.233,2.825,1.86,73.522,92.05,4.81,5,15,4,1,45.916,11.48,2521,37.31,3.774,80.716,16.86,48.95,37.95,8.63,62.83,59.32,9,60.348,4,0.73,EXCELLENT
1778,Manufacturer_1778,224.426,21.37,0.76,34.963,2.259,2.44,60.931,97.233,26.818,2.417,3.69,97.312,71.67,3.98,5,15,2,0,31.895,10.57,1929,41.638,2.599,90.978,77.319,61.861,27.18,0.15,63.537,38.598,9,6.531,22,0.451,FAIR
1779,Manufacturer_1779,134.789,30.74,0.59,73.077,4.401,0.19,31.239,49.842,68.176,4.736,2.52,78.265,76.8,4.48,3,11,3,2,59.241,12.34,2577,69.924,2.47,92.559,74.093,187.178,6.51,7.47,70.693,59.304,13,26.054,3,0.693,GOOD
1780,Manufacturer_1780,422.027,25.34,0.51,58.134,2.386,0.19,9.913,67.673,92.581,4.775,9.57,44.341,77.68,3.27,0,9,3,2,42.864,4.54,3975,13.721,1.067,37.843,22.905,246.989,12.04,1.98,56.719,43.898,59,51.547,8,0.558,FAIR
1781,Manufacturer_1781,28.829,13.88,0.68,78.904,2.241,2.72,78.227,4.668,97.84,2.178,1.79,64.979,95.28,1.49,1,8,0,2,61.687,7.29,994,87.254,2.485,43.402,38.906,264.853,79.53,6.83,89.887,19.543,24,54.731,5,0.762,EXCELLENT
1782,Manufacturer_1782,451.863,21.85,0.96,42.463,4.867,0.46,41.876,70.834,72.969,4.695,1.78,91.928,93.33,2.66,5,16,2,2,19.685,9.49,725,67.082,1.908,53.649,45.377,278.261,20.78,3.42,96.69,77.524,53,38.191,24,0.799,EXCELLENT
1783,Manufacturer_1783,236.124,26.45,1.0,72.633,3.468,2.04,64.885,10.431,94.245,2.427,4.93,85.657,73.14,2.29,6,19,2,2,81.522,5.16,1132,92.424,2.538,75.791,39.65,492.226,22.85,7.8,71.497,48.649,8,59.164,7,0.728,EXCELLENT
1784,Manufacturer_1784,322.229,26.84,0.97,34.157,2.458,2.41,65.02,78.023,68.043,3.192,7.0,43.07,62.94,0.97,9,17,4,1,50.891,5.12,525,66.656,2.488,43.834,22.058,350.031,79.98,6.59,76.562,84.644,33,33.018,21,0.455,FAIR
1785,Manufacturer_1785,333.083,25.0,0.86,63.497,3.71,1.4,54.684,87.685,96.32,3.759,3.85,75.003,82.29,4.89,3,7,0,2,59.524,3.32,54,79.218,2.056,72.442,7.784,388.141,2.83,0.06,75.953,77.253,35,94.167,26,0.72,EXCELLENT
1786,Manufacturer_1786,448.608,31.12,0.78,96.624,2.79,1.68,17.849,31.547,89.802,3.387,0.53,46.906,70.97,1.58,7,3,3,1,79.709,7.87,2680,69.286,4.359,32.16,99.465,65.48,53.99,4.07,74.29,50.795,6,62.933,27,0.78,EXCELLENT
1787,Manufacturer_1787,321.968,31.1,0.8,70.258,3.393,0.76,61.608,87.813,10.662,2.408,7.68,45.906,72.35,0.3,4,16,3,1,24.667,13.83,3932,64.906,4.844,24.874,36.983,64.809,13.62,1.78,77.751,27.859,38,62.048,16,0.602,GOOD
1788,Manufacturer_1788,310.827,22.37,0.77,23.999,3.874,2.78,32.208,48.264,47.412,4.375,9.46,97.729,95.3,2.49,8,1,2,1,36.002,1.33,2732,83.377,3.155,73.579,36.931,447.143,23.17,1.15,79.808,44.087,31,98.017,28,0.496,FAIR
1789,Manufacturer_1789,42.659,17.9,0.85,99.101,4.608,0.98,81.913,57.158,34.745,4.062,8.12,81.976,89.45,0.63,5,18,1,2,12.678,14.56,3809,37.071,4.552,3.665,95.117,288.643,29.72,3.39,88.837,8.39,35,68.279,15,0.782,EXCELLENT
1790,Manufacturer_1790,264.02,24.25,0.71,32.549,2.009,0.73,19.32,41.098,2.7,4.824,8.42,46.533,75.59,4.16,1,15,4,0,44.889,13.45,1938,10.658,4.263,11.127,42.545,237.79,24.48,7.09,89.58,49.407,43,12.723,21,0.385,FAIR
1791,Manufacturer_1791,83.583,29.55,0.83,77.446,2.642,1.62,29.115,47.654,46.69,3.059,8.49,60.295,85.89,0.26,4,2,1,2,66.065,5.93,1685,50.712,4.718,1.552,3.707,57.477,59.62,2.35,76.938,69.556,32,23.372,1,0.632,GOOD
1792,Manufacturer_1792,371.343,5.17,0.56,62.602,2.289,0.65,44.031,90.827,14.835,3.291,7.62,80.765,67.66,0.35,4,6,1,1,42.919,0.6,2014,58.646,4.707,48.967,73.51,348.061,40.49,1.22,82.419,29.658,13,58.611,11,0.425,FAIR
1793,Manufacturer_1793,260.989,34.76,0.63,43.549,2.291,2.09,74.001,94.729,3.645,3.049,8.07,94.331,86.7,3.97,4,15,2,2,71.621,0.48,4918,57.972,1.216,99.014,42.702,56.352,22.71,1.31,60.105,74.886,51,98.571,22,0.496,FAIR
1794,Manufacturer_1794,343.312,10.49,0.92,34.185,4.837,1.59,72.075,44.587,44.502,2.189,0.86,44.012,62.51,0.72,7,13,1,1,74.366,14.31,183,11.277,1.918,6.927,11.099,111.204,39.1,5.06,91.689,79.551,19,30.449,22,0.636,GOOD
1795,Manufacturer_1795,30.42,19.11,0.95,34.216,4.808,0.53,33.711,51.436,23.239,2.165,0.64,44.994,86.26,2.86,2,13,0,0,0.245,9.15,2961,61.838,3.265,99.548,73.577,385.828,43.22,9.74,66.992,53.705,56,79.441,14,0.691,GOOD
1796,Manufacturer_1796,51.548,31.16,0.77,88.672,4.248,0.3,51.075,11.617,93.529,4.284,0.84,46.702,95.47,3.16,3,5,0,0,58.377,10.44,1115,54.586,3.794,0.554,8.529,264.337,52.89,4.34,78.166,24.458,15,6.728,3,0.768,EXCELLENT
1797,Manufacturer_1797,360.998,11.75,0.52,89.833,3.929,0.5,23.423,32.562,81.27,2.855,5.96,72.679,83.22,4.98,5,6,4,0,96.519,4.76,2983,67.348,4.449,51.899,16.811,268.618,5.14,9.01,97.249,58.19,33,56.89,7,0.601,GOOD
1798,Manufacturer_1798,45.321,19.3,0.96,57.212,4.544,0.5,77.037,51.324,95.617,3.461,2.49,67.843,73.62,1.35,8,18,0,0,70.181,12.84,1903,99.545,1.239,31.958,68.011,326.419,69.05,7.29,80.336,42.663,18,32.419,19,0.697,GOOD
1799,Manufacturer_1799,44.916,8.98,0.85,28.29,2.175,1.01,19.671,20.258,88.146,4.937,0.38,49.86,82.33,1.55,9,17,0,0,47.616,2.91,947,30.365,1.307,93.943,38.737,402.995,24.55,3.18,69.477,30.031,15,90.304,5,0.702,EXCELLENT
1800,Manufacturer_1800,15.933,16.85,0.71,90.733,2.358,2.52,81.935,57.653,72.796,2.053,0.86,72.148,73.25,0.42,2,15,2,2,44.906,10.53,465,12.7,1.731,41.071,34.512,16.903,12.9,6.47,80.322,39.554,45,38.352,27,0.737,EXCELLENT
1801,Manufacturer_1801,478.686,10.31,0.8,58.961,2.951,0.27,93.686,68.528,59.764,3.553,0.78,60.544,71.66,0.35,0,2,4,1,19.36,2.16,3250,98.011,4.398,90.706,67.039,266.791,8.84,0.04,73.537,17.171,19,24.287,11,0.746,EXCELLENT
1802,Manufacturer_1802,371.379,15.91,0.71,55.101,4.497,0.47,99.162,64.996,6.545,3.555,6.31,50.06,60.2,2.11,9,5,1,0,88.761,14.26,3766,73.902,2.237,99.769,62.246,432.758,64.99,9.19,91.178,29.502,53,92.369,7,0.54,FAIR
1803,Manufacturer_1803,183.093,16.2,0.73,52.589,3.417,0.98,85.696,44.251,26.581,4.996,1.51,41.985,70.07,3.33,7,4,4,1,98.925,13.25,662,32.823,1.314,59.59,56.529,317.571,74.48,3.49,73.976,36.52,54,51.655,25,0.664,GOOD
1804,Manufacturer_1804,155.302,34.8,0.94,49.201,3.511,1.7,22.17,76.932,71.074,4.503,8.47,45.961,95.76,3.34,3,2,3,1,18.33,13.03,929,98.111,4.196,87.954,23.308,262.072,10.28,5.42,77.771,10.809,35,80.856,22,0.608,GOOD
1805,Manufacturer_1805,181.355,34.84,0.58,62.08,2.688,2.31,41.651,31.952,40.118,2.2,9.93,63.243,67.17,3.91,8,7,0,1,11.047,14.94,1925,18.712,1.769,13.99,6.408,263.566,61.35,2.78,92.943,99.016,25,79.076,26,0.512,FAIR
1806,Manufacturer_1806,389.58,8.44,0.55,68.363,3.945,2.77,8.884,46.928,32.536,2.471,4.47,70.845,85.33,2.74,1,17,0,2,30.197,3.57,3226,38.429,1.503,85.25,4.732,52.045,91.15,0.17,85.309,91.844,41,61.703,19,0.612,GOOD
1807,Manufacturer_1807,334.072,26.78,0.5,57.315,4.664,1.3,16.455,27.015,10.397,2.102,5.42,53.455,84.55,3.99,9,17,3,1,32.16,13.74,3168,46.318,2.39,64.051,63.506,277.346,8.51,3.06,79.527,18.175,39,58.213,21,0.544,FAIR
1808,Manufacturer_1808,100.746,6.55,0.66,91.732,2.989,0.41,4.97,60.363,7.018,2.591,2.67,86.825,69.03,0.98,9,8,2,2,74.711,10.43,1333,49.763,3.893,16.581,36.071,388.51,20.6,3.67,81.991,98.627,31,76.715,19,0.545,FAIR
1809,Manufacturer_1809,95.314,5.91,0.57,45.413,3.858,0.72,64.109,44.071,20.999,2.637,6.59,74.201,90.87,3.21,0,12,4,1,22.557,12.21,2278,46.354,1.68,82.358,76.493,74.935,23.2,5.72,70.543,54.32,42,48.751,12,0.559,FAIR
1810,Manufacturer_1810,58.214,8.16,0.61,66.265,2.996,0.93,53.319,21.711,83.458,2.27,9.16,86.138,77.57,3.91,7,11,4,2,56.046,6.15,4873,43.701,2.977,98.153,45.735,469.239,57.03,2.63,79.734,35.794,31,5.469,2,0.537,FAIR
1811,Manufacturer_1811,333.548,33.96,0.51,43.996,4.378,2.38,91.701,30.818,66.302,3.582,1.89,63.866,91.89,2.9,6,16,3,2,26.758,11.53,4280,36.686,2.415,51.22,39.541,225.469,4.71,5.11,63.574,77.974,26,48.407,21,0.65,GOOD
1812,Manufacturer_1812,384.543,33.23,0.61,80.268,3.425,2.09,46.301,27.947,34.095,4.925,9.54,93.438,60.49,3.65,7,18,3,0,76.813,10.73,1075,68.773,1.025,27.573,87.89,12.334,39.3,8.36,89.921,39.757,38,55.288,8,0.518,FAIR
1813,Manufacturer_1813,139.873,10.82,0.67,28.17,3.018,0.71,64.231,91.091,6.103,4.411,2.29,88.023,65.96,0.79,6,5,1,1,36.382,11.14,4906,90.915,2.349,12.999,34.358,151.103,62.34,5.31,55.233,54.441,59,43.853,27,0.591,FAIR
1814,Manufacturer_1814,20.263,9.85,0.52,35.096,3.26,2.53,40.16,52.195,18.837,2.61,2.73,73.193,75.02,2.27,8,6,2,1,35.597,5.15,3633,77.807,2.942,4.905,85.489,82.891,41.7,4.0,96.955,33.068,7,26.724,22,0.544,FAIR
1815,Manufacturer_1815,50.264,12.22,0.8,84.096,2.274,2.59,82.946,65.266,44.988,4.349,9.12,80.973,79.0,4.27,7,6,4,1,3.484,3.99,3089,28.334,1.819,67.562,85.239,259.877,1.55,2.08,90.861,62.496,7,53.642,23,0.573,FAIR
1816,Manufacturer_1816,484.251,20.47,0.78,34.656,4.598,2.66,92.638,93.473,15.322,4.947,5.97,48.851,81.85,1.66,0,19,3,1,6.986,13.25,3068,12.529,1.907,49.164,20.497,386.908,95.65,4.73,87.464,91.92,46,95.978,7,0.506,FAIR
1817,Manufacturer_1817,154.768,22.09,0.55,70.06,4.874,0.9,43.173,18.222,76.26,4.506,0.41,86.336,91.55,4.5,3,15,2,1,72.588,6.2,1667,54.318,1.418,53.305,40.04,130.727,60.08,7.16,85.493,84.891,24,86.739,16,0.736,EXCELLENT
1818,Manufacturer_1818,386.919,11.65,0.8,97.619,3.432,0.49,8.27,93.689,78.864,3.406,8.05,76.426,96.12,4.94,9,5,1,0,57.584,12.11,3008,79.502,2.152,29.707,48.074,293.677,91.15,7.27,96.274,1.791,11,27.549,6,0.667,GOOD
1819,Manufacturer_1819,316.085,27.7,1.0,61.831,2.664,0.4,16.354,53.964,13.687,2.808,6.46,51.955,72.69,0.78,3,8,1,0,15.473,10.46,417,90.618,3.505,16.559,82.24,412.956,40.15,0.82,56.368,16.895,42,58.867,17,0.642,GOOD
1820,Manufacturer_1820,197.15,14.29,0.97,34.992,3.994,1.26,72.054,85.621,72.687,4.244,7.46,56.37,95.48,0.82,8,11,2,0,95.507,2.83,1865,41.794,3.904,62.094,10.264,362.631,64.01,3.62,52.013,32.036,37,20.199,20,0.67,GOOD
1821,Manufacturer_1821,110.787,32.66,0.5,45.655,3.357,1.35,32.527,16.8,51.224,4.359,1.7,94.979,70.65,1.94,8,1,2,0,52.381,2.68,3649,52.108,4.751,75.292,33.298,275.328,59.76,2.97,56.005,12.132,26,64.553,10,0.539,FAIR
1822,Manufacturer_1822,69.479,24.7,0.9,85.877,2.757,2.62,78.538,27.294,96.238,2.891,8.74,51.693,62.86,2.86,9,15,3,2,17.331,11.35,397,14.086,4.422,71.7,19.878,360.56,96.16,3.44,90.607,0.261,19,51.821,25,0.676,GOOD
1823,Manufacturer_1823,311.356,18.09,0.68,48.133,2.115,0.88,74.976,19.417,78.757,2.673,7.85,66.132,83.19,3.84,7,3,3,2,40.07,14.83,3487,27.095,1.43,94.729,67.171,353.089,24.32,6.26,61.464,24.851,19,5.645,4,0.573,FAIR
1824,Manufacturer_1824,389.571,28.7,0.53,77.881,4.669,1.92,69.43,65.342,58.53,4.016,9.58,90.438,86.65,0.43,8,8,4,1,50.561,13.91,3048,76.841,3.99,11.048,26.865,187.129,41.65,0.96,57.823,87.128,35,41.135,6,0.658,GOOD
1825,Manufacturer_1825,325.513,29.54,0.65,82.188,4.39,2.39,81.422,14.076,60.362,4.665,4.15,58.871,71.82,3.93,3,16,0,0,12.782,3.07,482,37.73,3.155,46.896,2.812,222.752,20.09,9.86,88.597,88.698,58,72.015,20,0.724,EXCELLENT
1826,Manufacturer_1826,269.848,13.71,0.66,60.095,4.487,0.88,75.656,79.252,17.891,2.062,5.23,49.81,66.78,0.9,3,2,3,0,49.658,4.44,823,56.926,3.16,94.814,11.356,183.628,93.08,1.39,75.38,95.58,34,11.548,21,0.614,GOOD
1827,Manufacturer_1827,30.556,15.19,0.76,82.657,3.32,0.87,63.259,25.044,89.363,4.961,7.05,69.627,63.88,0.52,0,15,1,0,8.537,13.51,1473,39.321,2.24,40.69,91.852,416.55,4.21,6.87,81.188,68.41,46,14.567,5,0.701,EXCELLENT
1828,Manufacturer_1828,484.56,33.08,0.83,45.352,4.26,2.04,0.423,25.548,55.925,2.576,1.13,51.444,77.64,3.05,9,10,1,1,34.905,13.3,1815,28.649,2.873,12.724,98.251,271.133,4.82,0.03,54.023,43.458,36,50.656,19,0.605,GOOD
1829,Manufacturer_1829,401.37,9.94,0.87,61.293,3.744,2.21,51.568,28.112,57.41,3.048,2.18,99.022,76.36,0.48,2,12,1,2,64.726,2.12,3893,86.158,3.869,28.453,2.227,299.938,40.86,1.31,79.285,21.436,32,63.744,14,0.726,EXCELLENT
1830,Manufacturer_1830,153.483,6.26,0.62,74.925,3.124,2.88,59.525,74.639,57.542,2.159,2.95,79.108,71.4,0.46,7,7,2,2,77.403,1.99,4563,65.772,4.051,17.709,22.128,405.394,11.88,5.36,67.212,59.315,42,17.172,11,0.604,GOOD
1831,Manufacturer_1831,490.185,18.62,0.66,33.446,4.528,2.56,96.065,92.422,27.624,2.167,9.46,70.34,68.84,3.13,1,2,1,1,28.564,4.09,4825,48.196,2.801,48.619,36.769,482.36,18.57,6.9,66.377,78.09,39,1.634,18,0.535,FAIR
1832,Manufacturer_1832,304.922,29.04,0.65,41.89,4.996,2.48,65.048,90.751,81.209,2.818,0.11,66.315,61.56,3.52,0,12,2,2,53.261,11.68,2103,87.211,3.821,49.434,25.586,193.37,86.11,6.77,69.601,43.542,57,62.064,7,0.608,GOOD
1833,Manufacturer_1833,295.387,28.15,0.68,72.163,4.698,2.11,57.547,10.125,86.234,3.695,9.94,77.036,87.56,4.6,8,16,4,0,34.663,12.01,177,17.533,3.837,45.418,10.183,457.609,80.66,2.25,83.155,46.565,43,28.213,3,0.644,GOOD
1834,Manufacturer_1834,376.556,32.59,1.0,72.429,4.329,0.44,54.119,26.244,28.788,4.703,4.02,61.449,75.63,4.79,6,19,4,0,99.841,6.53,4729,26.742,4.648,45.527,31.859,122.691,47.0,4.76,90.595,24.118,7,92.665,6,0.697,GOOD
1835,Manufacturer_1835,407.767,21.0,0.89,59.464,4.243,2.45,10.329,67.218,44.177,2.21,6.52,53.016,68.64,2.44,5,13,4,0,79.221,10.29,935,14.561,2.701,50.734,57.63,13.016,78.98,4.76,60.325,73.9,49,63.433,22,0.62,GOOD
1836,Manufacturer_1836,331.675,8.0,0.99,83.647,3.951,2.81,42.762,61.855,17.915,3.638,4.17,55.526,80.64,3.25,8,10,4,1,81.491,2.73,2999,36.798,1.946,67.936,23.622,112.046,45.63,7.4,94.947,16.84,38,12.595,2,0.773,EXCELLENT
1837,Manufacturer_1837,72.767,22.66,0.85,58.564,4.561,1.23,13.436,35.003,23.854,3.248,7.86,46.513,95.23,3.91,2,15,1,1,90.829,1.71,4955,81.541,2.389,45.913,24.078,394.098,96.74,3.28,80.835,86.596,32,40.932,4,0.622,GOOD
1838,Manufacturer_1838,175.751,28.35,0.7,90.506,3.479,1.01,5.27,86.284,33.598,4.968,9.51,93.739,69.3,4.62,8,18,3,1,61.887,13.34,3101,63.421,2.685,32.649,7.191,477.783,21.64,6.39,67.068,73.079,59,94.035,9,0.428,FAIR
1839,Manufacturer_1839,464.761,7.8,0.69,78.872,2.545,1.62,32.947,13.047,90.199,2.561,4.53,96.937,84.53,0.21,1,6,4,1,73.539,10.56,622,36.895,1.786,32.755,77.871,282.316,86.7,8.32,67.332,78.662,17,61.618,13,0.722,EXCELLENT
1840,Manufacturer_1840,120.062,10.18,0.74,45.176,4.304,2.87,64.544,63.903,62.616,3.109,1.88,54.605,96.72,1.17,1,9,3,1,79.546,10.35,3224,88.375,1.467,42.07,42.984,226.835,46.12,3.72,95.847,36.981,46,75.385,5,0.673,GOOD
1841,Manufacturer_1841,192.362,5.37,0.71,51.62,4.759,0.25,86.68,27.308,58.795,2.1,2.3,98.685,75.24,2.67,2,2,4,2,27.352,1.59,3418,41.221,4.653,60.623,81.119,497.887,83.93,8.35,87.93,54.737,22,76.459,5,0.632,GOOD
1842,Manufacturer_1842,221.718,22.81,0.91,73.415,3.024,2.16,81.037,52.717,94.676,4.743,2.73,73.068,97.94,1.24,5,16,2,2,97.908,11.72,4894,28.128,2.168,53.333,63.319,429.182,66.24,9.83,57.846,62.332,26,99.037,17,0.803,EXCELLENT
1843,Manufacturer_1843,225.308,31.6,0.73,91.556,4.349,2.46,29.469,38.749,79.132,3.867,2.29,54.457,60.5,2.63,4,2,1,0,45.051,5.23,463,84.799,4.75,1.245,83.216,303.513,76.86,4.29,88.528,91.363,54,82.798,21,0.818,EXCELLENT
1844,Manufacturer_1844,310.34,25.12,0.65,34.297,2.821,2.39,4.6,97.974,1.605,3.764,0.23,70.339,64.75,3.43,6,13,4,0,56.103,13.47,3921,82.356,3.824,98.16,27.625,313.007,76.05,8.58,85.188,85.39,26,30.091,8,0.557,FAIR
1845,Manufacturer_1845,472.107,34.46,0.89,61.173,4.828,1.74,40.268,48.669,12.433,2.146,8.63,44.617,81.32,3.87,2,8,3,1,60.7,6.35,895,59.462,2.213,38.786,48.927,140.106,27.87,6.25,98.302,36.738,36,84.065,26,0.68,GOOD
1846,Manufacturer_1846,127.939,6.89,0.93,29.503,4.05,2.77,31.478,97.609,24.775,2.297,6.84,48.434,79.94,4.2,0,5,0,2,51.308,2.86,129,35.287,2.245,18.41,71.033,261.772,17.63,7.46,52.85,64.841,56,6.021,29,0.577,FAIR
1847,Manufacturer_1847,69.536,32.09,0.71,42.356,3.708,0.49,37.126,25.502,30.392,4.371,5.21,53.364,99.3,4.97,9,5,2,1,39.533,4.86,3542,49.371,2.161,81.729,28.021,489.41,60.8,9.39,93.611,30.073,27,8.396,20,0.496,FAIR
1848,Manufacturer_1848,106.761,29.42,0.83,74.879,4.34,0.81,55.91,76.794,83.406,3.648,1.55,94.784,65.72,4.41,7,18,3,2,88.345,0.69,1640,37.046,2.78,88.652,21.671,49.185,17.05,3.54,76.854,99.391,14,83.184,15,0.676,GOOD
1849,Manufacturer_1849,444.593,14.43,0.53,26.219,4.44,0.99,3.041,71.706,76.991,2.597,0.5,96.949,99.63,1.8,5,5,4,0,4.37,12.22,3982,18.222,1.217,70.395,89.62,422.168,99.0,8.97,55.384,48.126,48,87.127,2,0.675,GOOD
1850,Manufacturer_1850,326.447,34.21,0.76,72.989,4.677,0.13,37.081,84.765,14.545,3.649,3.91,64.552,94.08,1.52,2,18,4,0,24.583,8.32,4394,13.083,1.439,0.071,39.83,83.742,32.55,6.3,80.983,74.7,19,36.667,1,0.709,EXCELLENT
1851,Manufacturer_1851,150.094,13.64,0.52,92.065,4.703,1.17,55.863,69.361,53.393,4.904,0.15,54.52,68.91,1.58,2,19,3,1,99.998,9.73,4298,27.978,1.096,20.608,43.888,219.743,18.68,6.17,61.44,25.296,20,52.345,28,0.73,EXCELLENT
